Словоформа	Часть речи
сабы	NOUN
мрэо	NOUN
изза	ADP
соотвествует	VERB
анжи	PROPN
троечка	NOUN
ждеш	VERB
баранина	NOUN
побоюсь	VERB
стаматолог	NOUN
стаматологии	NOUN
боксы	NOUN
попортит	VERB
сотрцдников	NOUN
досмотре	NOUN
маркета	NOUN
возратом	NOUN
вкусней	ADJ
помошь	NOUN
проедешь	VERB
булке	NOUN
поставлю	VERB
джамиля	PROPN
берети	VERB
булочке	NOUN
кожуры	NOUN
нормулик	NOUN
вежливая	ADJ
тортика	NOUN
обсживание	NOUN
саая	DET
ноутбуком	NOUN
стоянку	NOUN
гиро	NOUN
перченое	VERB
зелёное	ADJ
удолитворения	NOUN
совею	VERB
прадовщик	NOUN
нутри	NOUN
апартаменты	NOUN
сгму	PROPN
блин-хаус	PROPN
кофе-лайк	PROPN
петромост	PROPN
варавина	PROPN
позапрошлом	ADJ
стерильное	ADJ
сойдёт	VERB
негромкая	ADJ
клипов	NOUN
дешёвое	ADJ
калитки	PROPN
канцелярка	NOUN
старфуд	PROPN
венская	ADJ
вафля	NOUN
регламенту	NOUN
coffeeshop	X
company	X
принтера	NOUN
ксерокопии	NOUN
https://vk.com/club162031009	X
лайда	PROPN
товарищество	NOUN
тёмное	ADJ
оснащён	VERB
заезды	NOUN
пронумерованы	VERB
нумерацией	NOUN
подъездов	NOUN
обеды	NOUN
бариста	NOUN
пунш	NOUN
согревает	VERB
:-)	SYM
p.s	X
архангельскому	ADJ
рыболовецкому	ADJ
колледжу	NOUN
coffee	X
like	X
обслужила	VERB
лера	PROPN
бульон	NOUN
наваристый	ADJ
приготовлены	VERB
ооо-очень	ADV
шафран	PROPN
бургера	NOUN
креативно	ADV
спрашивайте	VERB
стряпню	NOUN
ооо-	INTJ
предупредила	VERB
трудолюбивый	ADJ
попили	VERB
заведите	VERB
о-оочень	ADV
калонку	NOUN
кабель	NOUN
исправен	ADJ
архремонтсервису	PROPN
архремонт	PROPN
неодыкватным	ADJ
треска	NOUN
сайда	NOUN
маринадом	NOUN
соломболе	PROPN
поморы	NOUN
скупитесь	VERB
08.30	NUM
алёна	PROPN
бандероль	NOUN
подсобного	ADJ
партнёром	NOUN
комиссиии	NOUN
наберусь	VERB
венето	PROPN
феттучини	NOUN
чечевичная	ADJ
похлёбка	NOUN
злаками	NOUN
цейлонский	ADJ
димбула	PROPN
мята	NOUN
обслуживала	VERB
борман	PROPN
уборщицам	NOUN
отрегулируйте	VERB
подпрыгивает	VERB
организуйте	VERB
проработайте	VERB
партнёрами	NOUN
турникет	NOUN
узнавайте	VERB
посещением	NOUN
квакание	NOUN
внесёт	VERB
шейк	PROPN
доводчика	NOUN
влезал	VERB
каталога	NOUN
радуюсь	VERB
22.02.2019	NUM
темпл	PROPN
пробле	NOUN
09.00	NUM
разверните	VERB
наружи	ADV
студийным	ADJ
госуслугах	PROPN
загранпаспорта	NOUN
причалы	NOUN
жаровиха	PROPN
серьёзный	ADJ
логистика	NOUN
корабел	PROPN
композит	PROPN
янекс	PROPN
завтраке	NOUN
кофейку	NOUN
гренок	NOUN
тёплая	ADJ
подогреть	VERB
заказываем	VERB
терминале	NOUN
болгарски	ADV
зарезервировано	VERB
reserved	X
угадайте	VERB
дозатор	NOUN
гигиена	NOUN
дружный	ADJ
хорлший	ADJ
вкуснатище	NOUN
конторка	NOUN
холупа	NOUN
аля	ADP
пьющих	ADJ
презераю	VERB
каруселей	NOUN
алушту	PROPN
ненавязчивый	ADJ
рыбацкий	ADJ
косичек	NOUN
трудолюбивые	ADJ
физподготовку	NOUN
биатлоном	NOUN
инвентаря	NOUN
по-стринке	ADV
банные	ADJ
сыро	ADJ
тусуется	VERB
свей	DET
скотские	ADJ
турникеты	NOUN
раздевалка	NOUN
лежаков	NOUN
урнами	NOUN
лежаками	NOUN
кафетерий	NOUN
фастфудом	NOUN
младенцами	NOUN
крестильный	ADJ
букинистических	ADJ
варят	VERB
хозмага	NOUN
молельны	NOUN
сувенирами	NOUN
мёд	NOUN
овощная	ADJ
подольска	PROPN
ветклиниках	NOUN
фудзоны	NOUN
пинг-понг	NOUN
д\с	NOUN
чеканова	PROPN
10,09,2018	NUM
лобзик	NOUN
микрофону	NOUN
дождёшься	VERB
коморка	NOUN
6.00	NUM
убейся	VERB
траз	NOUN
оповещают	VERB
задержке	NOUN
фарш	NOUN
исскуств	NOUN
мнозих	DET
творческим	ADJ
стопам	NOUN
занимательных	ADJ
проконсультирует	VERB
терминалами	NOUN
аптек	NOUN
буд	PART
стройка	NOUN
парковать	VERB
отказывают	VERB
автобусную	ADJ
отвратительного	ADJ
логопед	NOUN
зверями	NOUN
ветеринария	NOUN
туру	INTJ
ветеринар	NOUN
тяжёлый	ADJ
проездной	ADJ
припаркованные	VERB
чалбан	PROPN
гастрономического	ADJ
самалёт	NOUN
залетает	VERB
чаксов	NOUN
аэропрту	NOUN
аэропрта	NOUN
передумать	VERB
светлогорске	PROPN
плизз	INTJ
щ	NOUN
лямках	NOUN
натирает	VERB
астану	PROPN
ездишь	VERB
боледа	VERB
съездили	VERB
верона	PROPN
пошаговая	ADJ
а/п	NOUN
эркан	PROPN
покрывающая	VERB
60 000	NUM
eur	X
иорданию	PROPN
опредилился	VERB
37,3	NUM
нервничаю	VERB
измерят	VERB
удаленьщики	NOUN
свнитарно-эпидемиологической	ADJ
заграницу	ADV
теплу	NOUN
начитался	VERB
авито	PROPN
недвижку	NOUN
тыщ	NOUN
наслышан	ADJ
обмане	NOUN
судака	NOUN
помазать	VERB
окуня	NOUN
загранпаспорт	NOUN
футболке	NOUN
спальный	ADJ
зинимаюсь	VERB
sp	X
v3.0	X
полюс	NOUN
накидайте	VERB
иордания	PROPN
чартеры	NOUN
пляжные	ADJ
агенство	NOUN
бессимптомников	NOUN
заразим	VERB
армянину	NOUN
путёвки	NOUN
полтша	PROPN
стройкой	NOUN
всемя	NOUN
кинут	VERB
нигатива	NOUN
останусь	VERB
украинец	NOUN
дневный	ADJ
самоизоляций	NOUN
сьездить	VERB
калининград	PROPN
мальдивы	PROPN
волгограда	PROPN
берёте	VERB
походная	ADJ
сидении	NOUN
767	NUM
скафандр	NOUN
решаема	VERB
поселить	VERB
ксероксу	NOUN
плаченный	VERB
распродаются	VERB
а/порту	NOUN
вылетающих	VERB
отрицательном	ADJ
действительна	ADJ
уральск	PROPN
пропустит	VERB
поужинать	VERB
nfc	X
tools	X
транзакция	NOUN
etstour.com	X
забронировать	VERB
hepp	X
бронирования	NOUN
электричкам	NOUN
одинцово	PROPN
элка	NOUN
15:30	NUM
предоставляю	VERB
захочу	VERB
раскидано	VERB
пешеход	NOUN
зане	NOUN
прикипел	VERB
городкам	NOUN
запомнившемся	VERB
неповторимых	ADJ
откликнувшимся	VERB
оплачен	VERB
списались	VERB
заполняли	VERB
здать	VERB
каштаны	NOUN
отсутвовать	VERB
почему-ио	ADV
блльшой	ADJ
оден	NUM
лицей	NOUN
складу	NOUN
скольки	NUM
тысеч	NOUN
тенге	NOUN
алматы	PROPN
нурсултан	PROPN
экибастуза	PROPN
всерьёз	ADV
самолёта	NOUN
влезут	VERB
иммиграции	NOUN
5/2	NUM
проживу	VERB
гнила	VERB
https://m.gipernn.ru/dom/gorod-nizhniy-novgorod/ul-geroya-usilova-5	X
https://www.youtube.com/watch?v=vpfty9dl4ue&amp;t=9s	X
мамкиной	ADJ
соски	NOUN
зарплатку	NOUN
учусь	VERB
отвисла	VERB
****	SYM
берцы	NOUN
уродское	ADJ
путану	NOUN
тату	NOUN
500 000	NUM
инфицированных	VERB
13000	NUM
новоясневская	ADJ
модельную	ADJ
скауты	NOUN
каре	NOUN
мешковатые	ADJ
побрилась	VERB
выйгрыша	NOUN
грин	X
заселиться	VERB
тд	ADV
оддых	NOUN
слитое	VERB
пепельницы	NOUN
халаты	NOUN
испортиться	VERB
найков	PROPN
аоезда	NOUN
чтоли	ADV
доминант	NOUN
плацкарте	NOUN
полцены	NOUN
арендодателя	NOUN
предоплата	NOUN
прих*ел	VERB
шмотье	NOUN
конские	ADJ
витебск	PROPN
далёком	ADJ
сложновато	ADJ
знакомлюсь	VERB
nct	X
dream	X
пейринги	NOUN
трость	NOUN
барнаул	PROPN
присматриваю	VERB
тикетс	PROPN
отмениться	VERB
посветлее	ADJ
изгной	NOUN
успеваю	VERB
действителен	ADJ
темп.	ADJ
отзываются	VERB
синтетика	NOUN
casio	X
приблизительную	ADJ
знаите	VERB
ищвечный	ADJ
каку	DET
прическу	NOUN
щафигачить	VERB
обьема	NOUN
добьюсь	VERB
удлиненный	VERB
жнщине	NOUN
можео	VERB
прийи	VERB
болшинмтво	NOUN
спрпвляються	VERB
страшилище	NOUN
зарекался	VERB
выезжаю	VERB
демисезонную	ADJ
наполнитель	NOUN
пуховик	NOUN
zara	X
эко	ADJ
порекомендуйте	VERB
платью	NOUN
мавик	PROPN
эир	X
територий	NOUN
дрона	NOUN
активацией	NOUN
выкинули	VERB
соц.	ADJ
линолиум	NOUN
выставлялись	VERB
скрыв	VERB
lamoda	X
заказным	ADJ
фирмам	NOUN
инфа	NOUN
бишкека	PROPN
дер.	NOUN
ахметово	PROPN
старее	ADJ
православного	ADJ
канлы	PROPN
близлежайший	ADJ
1930-м	ADJ
откликнется	VERB
19-го	ADJ
читеры	NOUN
роблокас	PROPN
назовёт	VERB
завалялись	VERB
папарации	NOUN
холланде	PROPN
сызрань	PROPN
